application_id,user_id,program_id,application_date,motivation_score,cv_score,technical_score,diversity_score,preferred_program_track,preferred_timeslot,selected,waitlisted,final_status,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot,program_name,year,start_date,end_date,num_students,num_tas,region_focus,curriculum_hours_per_day,project_hours_per_day,total_hours_per_day,days_per_week,delivery_mode,num_timeslots,total_days,attended_curriculum_days,attended_project_days,total_curriculum_hours,total_project_hours,total_zoom_minutes,assignments_completed_total,forum_messages_total,help_requests_total,attendance_rate_curriculum,attendance_rate_project,avg_zoom_minutes_per_day,avg_forum_messages_per_day,avg_help_requests_per_day,post_score,pre_score,mid_score,learning_gain,avg_satisfaction,avg_difficulty,avg_content_quality,avg_ta_support,survey_response_count,dropout_day,reason,dropped_out,support_ticket_count,avg_support_response_time,avg_support_satisfaction,completion_status,engagement_score,survey_response_rate
A000725,U00848,P001,2026-03-01,57.21627032392106,57.72847838543723,95.85594703944524,51,Research,Slot 4,1,0,accepted,student,UK,UTC+0,Male,UG,Neuro,9,0,French,NLP,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,18,18,55.87,41.28,2853,18,67,30,0.9,0.9,142.65,3.35,1.5,73.0,68.0,,5.0,4.0,4.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000727,U00850,P004,2026-03-01,66.04923358650191,51.39102169841659,84.48184319871359,67,Research,Slot 2,1,0,accepted,student,USA,UTC-5,Non-binary,Masters,Neuro,4,0,Hindi,Climate,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,19,19,64.42,39.3,3920,19,103,32,0.95,0.95,196.0,5.15,1.6,57.0,50.0,,7.0,3.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000731,U00854,P001,2026-03-01,78.74276090605986,38.70252181995393,81.7848719158351,78,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Non-binary,Masters,AI,7,0,English,Neural Coding,Slot 1,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,17,17,64.2,43.04,3972,17,87,37,0.85,0.85,198.6,4.35,1.85,70.0,53.0,,17.0,5.0,3.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000742,U00868,P003,2026-03-01,66.78019915466993,56.68213254436138,90.904096977162,58,Research,Slot 2,1,0,accepted,student,Brazil,UTC-3,Male,Masters,Climate,9,1,French,NLP,Slot 2,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,15,15,63.81,39.87,3860,15,77,26,0.75,0.75,193.0,3.85,1.3,59.0,53.0,,6.0,3.0,5.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000752,U00879,P008,2026-03-01,63.33293716612778,59.36396284961373,75.90309799206435,66,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Non-binary,PhD,Climate,5,0,French,NLP,Slot 3,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,16,16,67.62,33.63,3772,16,72,40,0.8,0.8,188.6,3.6,2.0,84.0,62.0,,22.0,4.0,3.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000754,U00881,P002,2026-03-01,69.7412336929593,45.081805095171696,90.9446008593292,71,Research,Slot 4,1,0,accepted,student,USA,UTC-5,Non-binary,Masters,CS,9,1,Hindi,NLP,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,16,16,63.87,40.86,3160,16,111,39,0.8,0.8,158.0,5.55,1.95,73.0,65.0,,8.0,4.0,2.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000757,U00884,P003,2026-03-01,86.36669141945589,61.53502849781544,95.41895921154276,79,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Male,Masters,CS,9,0,French,RL,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,16,16,67.9,42.45,3477,16,100,41,0.8,0.8,173.85,5.0,2.05,77.0,67.0,,10.0,3.0,4.0,3.0,4.0,1,,,0,1.0,2.37,5.0,1,1.0,0.3333333333333333
A000759,U00886,P005,2026-03-01,68.18765970848816,61.067745186243286,89.61676164302628,46,Research,Slot 4,1,0,accepted,student,UK,UTC+0,Non-binary,PhD,CS,8,0,French,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,19,19,68.14,38.15,3827,19,82,38,0.95,0.95,191.35,4.1,1.9,69.0,46.0,,23.0,5.0,3.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000762,U00889,P003,2026-03-01,67.94402963968871,56.18959206980479,79.86026771523926,72,Research,Slot 1,1,0,accepted,student,Canada,UTC-5,Female,PhD,Neuro,6,1,Spanish,CV,Slot 1,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,15,15,57.13,37.95,3393,15,85,33,0.75,0.75,169.65,4.25,1.65,64.0,44.0,,20.0,4.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000781,U00911,P002,2026-03-01,66.76507476439976,45.90659424781376,100.0,66,Research,Slot 4,1,0,accepted,student,Kenya,UTC+3,Male,UG,Neuro,7,0,French,Neural Coding,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,16,16,66.06,41.62,4167,16,72,29,0.8,0.8,208.35,3.6,1.45,78.0,56.0,,22.0,5.0,5.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000784,U00915,P006,2026-03-01,61.71409795903505,55.87097926300296,82.51789685037525,90,Research,Slot 2,1,0,accepted,student,Brazil,UTC-3,Non-binary,Masters,Neuro,8,0,Spanish,NLP,Slot 2,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,18,18,59.12,40.88,3695,18,121,33,0.9,0.9,184.75,6.05,1.65,78.0,49.0,,29.0,4.0,5.0,5.0,3.0,1,,,0,1.0,7.95,3.0,1,1.0,0.3333333333333333
A000787,U00918,P006,2026-03-01,53.91541213501488,55.16995809640888,100.0,40,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Male,PhD,Neuro,9,0,English,Time Series,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,64.41,41.42,3587,17,60,23,0.85,0.85,179.35,3.0,1.15,68.0,48.0,,20.0,5.0,5.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000790,U00921,P001,2026-03-01,45.75832399812401,69.11606067063322,86.3885603243088,54,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Female,UG,Climate,7,0,English,NLP,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,18,18,65.96000000000001,38.99,3473,18,81,33,0.9,0.9,173.65,4.05,1.65,84.0,60.0,,24.0,5.0,2.0,4.0,4.0,1,17.0,time_constraint,1,,,,1,1.0,0.3333333333333333
A000794,U00925,P002,2026-03-01,61.50135653956203,57.12481764433805,97.0498377871794,82,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Non-binary,Masters,AI,8,0,French,Climate,Slot 1,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,65.38,34.79,3493,18,76,29,0.9,0.9,174.65,3.8,1.45,64.0,41.0,,23.0,5.0,4.0,3.0,4.0,1,3.0,difficulty,1,,,,1,1.0,0.3333333333333333
A000798,U00929,P007,2026-03-01,64.37113007920732,68.32950525953754,82.13103048273399,66,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Male,PhD,AI,8,0,Hindi,Time Series,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,18,18,68.44,37.8,3759,18,105,30,0.9,0.9,187.95,5.25,1.5,74.0,57.0,,17.0,5.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000801,U00934,P008,2026-03-01,59.988768396941936,51.76707351226507,92.71415191673164,40,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Male,PhD,Climate,9,0,Spanish,Time Series,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,71.62,38.91,4274,14,134,28,0.7,0.7,213.7,6.7,1.4,76.0,65.0,,11.0,3.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000805,U00940,P005,2026-03-01,71.64990882563923,56.25318334021503,72.33865101009248,41,Research,Slot 4,1,0,accepted,student,USA,UTC-5,Non-binary,UG,CS,4,0,Hindi,Time Series,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,14,14,63.82,40.23,2899,14,83,29,0.7,0.7,144.95,4.15,1.45,60.0,53.0,,7.0,5.0,2.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000808,U00943,P007,2026-03-01,62.87272514027427,59.437155057560446,90.92935652682978,63,Research,Slot 1,1,0,accepted,student,USA,UTC-5,Female,Masters,AI,8,0,Spanish,Climate,Slot 1,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,16,16,64.14,38.2,3266,16,75,33,0.8,0.8,163.3,3.75,1.65,59.0,50.0,,9.0,4.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000824,U00959,P007,2026-03-01,72.23724042504722,42.97750457636857,81.2751509060499,43,Research,Slot 4,1,0,accepted,student,Brazil,UTC-3,Male,PhD,Neuro,8,1,Hindi,Time Series,Slot 4,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,13,13,65.56,43.45,3165,13,75,39,0.65,0.65,158.25,3.75,1.95,72.0,55.0,,17.0,5.0,3.0,4.0,5.0,1,,,0,,,,0,0.9550000000000001,0.3333333333333333
A000825,U00960,P008,2026-03-01,70.31543707851702,53.68616776943311,92.10754943092354,76,Research,Slot 2,1,0,accepted,student,Brazil,UTC-3,Male,UG,Neuro,5,0,Hindi,RL,Slot 2,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,13,13,64.94,39.89,3452,13,106,28,0.65,0.65,172.6,5.3,1.4,74.0,59.0,,15.0,3.0,2.0,4.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A000829,U00965,P008,2026-03-01,61.8125394834505,46.47546268362258,89.42938619897234,64,Research,Slot 2,1,0,accepted,student,USA,UTC-5,Male,PhD,Climate,6,0,Hindi,CV,Slot 2,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,15,15,64.92,37.9,3868,15,109,40,0.75,0.75,193.4,5.45,2.0,88.0,66.0,,22.0,5.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000830,U00966,P004,2026-03-01,71.74449932988207,61.87553189781012,91.4829686378696,86,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Male,PhD,Neuro,4,0,French,CV,Slot 4,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,17,17,66.12,39.83,3523,17,92,39,0.85,0.85,176.15,4.6,1.95,95.0,65.0,,30.0,3.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000833,U00972,P008,2026-03-01,64.15583039833965,67.55956723790878,94.8650917382928,60,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Female,UG,AI,7,1,Hindi,CV,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,17,17,67.31,41.45,4005,17,94,26,0.85,0.85,200.25,4.7,1.3,81.0,67.0,,14.0,5.0,4.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000836,U00976,P006,2026-03-01,72.72757536635383,34.20959888882071,100.0,67,Research,Slot 4,1,0,accepted,student,Brazil,UTC-3,Non-binary,PhD,AI,9,0,Spanish,Neural Coding,Slot 4,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,64.74,36.26,3634,17,85,28,0.85,0.85,181.7,4.25,1.4,63.0,49.0,,14.0,3.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000837,U00977,P003,2026-03-01,80.13168973928342,49.73702219161979,74.5776223685728,54,Research,Slot 1,1,0,accepted,student,Japan,UTC+9,Male,PhD,Climate,4,0,Hindi,NLP,Slot 1,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,15,15,64.38,41.37,3765,15,131,18,0.75,0.75,188.25,6.55,0.9,49.0,44.0,,5.0,5.0,4.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000838,U00980,P002,2026-03-01,56.71581118172698,46.44485554312314,100.0,46,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Non-binary,PhD,CS,8,0,Hindi,Climate,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,13,13,66.03999999999999,32.45,4240,13,87,30,0.65,0.65,212.0,4.35,1.5,54.0,44.0,,10.0,4.0,2.0,5.0,3.0,1,,,0,,,,0,1.0,0.3333333333333333
A000840,U00982,P004,2026-03-01,65.46073171808268,45.34297165340926,100.0,48,Research,Slot 3,1,0,accepted,student,India,UTC+5:30,Non-binary,PhD,Climate,7,0,Spanish,CV,Slot 3,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,18,18,63.01,37.85,3432,18,84,32,0.9,0.9,171.6,4.2,1.6,78.0,65.0,,13.0,3.0,2.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000842,U00985,P001,2026-03-01,60.49197937810763,48.07046010400233,89.65354707528617,47,Research,Slot 1,1,0,accepted,student,Canada,UTC-5,Male,Masters,Climate,5,0,English,Time Series,Slot 1,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,17,17,64.2,43.65,3213,17,105,39,0.85,0.85,160.65,5.25,1.95,84.0,62.0,,22.0,4.0,4.0,3.0,3.0,1,9.0,time_constraint,1,,,,1,1.0,0.3333333333333333
A000848,U00993,P002,2026-03-01,64.99678307245993,56.57589259523943,82.98566673110591,80,Research,Slot 4,1,0,accepted,student,Kenya,UTC+3,Female,PhD,Neuro,5,0,English,CV,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,67.12,38.41,3678,18,107,33,0.9,0.9,183.9,5.35,1.65,57.0,44.0,,13.0,4.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000857,U01003,P006,2026-03-01,50.30863512212132,51.40581917183954,100.0,67,Research,Slot 2,1,0,accepted,student,Brazil,UTC-3,Male,UG,CS,9,0,French,Climate,Slot 2,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,67.49,38.019999999999996,3453,16,100,31,0.8,0.8,172.65,5.0,1.55,79.0,57.0,,22.0,5.0,4.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000859,U01005,P001,2026-03-01,63.22974741954859,48.001254921952174,100.0,80,Research,Slot 2,1,0,accepted,student,UK,UTC+0,Female,UG,Neuro,8,0,Hindi,Climate,Slot 2,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,16,16,67.05,39.33,3471,16,99,29,0.8,0.8,173.55,4.95,1.45,83.0,66.0,,17.0,5.0,5.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000863,U01011,P001,2026-03-01,73.76334158677194,68.5747720929573,62.51250596524686,41,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Non-binary,PhD,AI,0,0,French,CV,Slot 1,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,15,15,62.54,38.65,4081,15,89,34,0.75,0.75,204.05,4.45,1.7,74.0,46.0,,28.0,5.0,2.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000869,U01017,P004,2026-03-01,71.87713384138455,41.84090464851447,100.0,64,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Non-binary,PhD,CS,8,1,Spanish,CV,Slot 3,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,18,18,65.7,38.15,3628,18,95,24,0.9,0.9,181.4,4.75,1.2,54.0,42.0,,12.0,3.0,3.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000871,U01019,P008,2026-03-01,71.6167823132323,50.38809000454802,100.0,87,Research,Slot 4,1,0,accepted,student,Canada,UTC-5,Non-binary,Masters,Climate,9,1,Spanish,Climate,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,62.85,37.93,3312,14,124,26,0.7,0.7,165.6,6.2,1.3,86.0,67.0,,19.0,4.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000872,U01020,P002,2026-03-01,77.6361920775079,58.63087786005247,81.30239083849538,86,Research,Slot 4,1,0,accepted,student,Brazil,UTC-3,Male,UG,Climate,6,1,French,Climate,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,20,20,63.36,38.97,3306,20,96,32,1.0,1.0,165.3,4.8,1.6,66.0,47.0,,19.0,5.0,4.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000873,U01022,P004,2026-03-01,65.12144526496236,44.647514528435984,87.00652550026975,48,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Male,UG,AI,6,0,French,NLP,Slot 4,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,18,18,67.09,44.28,3601,18,81,42,0.9,0.9,180.05,4.05,2.1,56.0,42.0,,14.0,3.0,4.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000878,U01027,P002,2026-03-01,91.49648011134542,61.05600815253693,76.74188419756294,62,Research,Slot 2,1,0,accepted,student,India,UTC+5:30,Male,Masters,Climate,7,1,Spanish,NLP,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,14,14,65.77,41.74,3134,14,89,27,0.7,0.7,156.7,4.45,1.35,57.0,51.0,,6.0,4.0,5.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000880,U01029,P004,2026-03-01,70.66801996602622,32.885444016312306,91.93522507889568,55,Research,Slot 2,1,0,accepted,student,Kenya,UTC+3,Non-binary,PhD,CS,9,1,Spanish,Time Series,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,15,15,63.79,39.32,3228,15,108,32,0.75,0.75,161.4,5.4,1.6,54.0,47.0,,7.0,3.0,2.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000884,U01033,P002,2026-03-01,67.9658378981009,42.33896938147048,91.60268857417576,52,Research,Slot 5,1,0,accepted,student,Canada,UTC-5,Female,UG,CS,8,0,Spanish,CV,Slot 5,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,67.3,44.35,3148,18,97,27,0.9,0.9,157.4,4.85,1.35,74.0,66.0,,8.0,4.0,4.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000885,U01034,P005,2026-03-01,62.820362104622205,48.47145008185775,87.76974318733598,74,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Male,PhD,CS,8,1,Hindi,RL,Slot 1,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,17,17,63.44,40.9,3307,17,116,33,0.85,0.85,165.35,5.8,1.65,91.0,69.0,,22.0,4.0,4.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000889,U01038,P004,2026-03-01,72.27322438138098,53.44073314528161,98.7231741588687,90,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Female,UG,AI,8,1,Spanish,Neural Coding,Slot 4,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,17,17,66.59,40.58,3256,17,115,20,0.85,0.85,162.8,5.75,1.0,68.0,41.0,,27.0,5.0,4.0,4.0,4.0,1,14.0,difficulty,1,,,,1,1.0,0.3333333333333333
A000896,U01045,P004,2026-03-01,59.01279105544327,58.26422324191766,85.29302958199833,45,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Non-binary,UG,Neuro,8,0,Spanish,Climate,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,18,18,61.4,40.04,3449,18,101,28,0.9,0.9,172.45,5.05,1.4,61.0,44.0,,17.0,3.0,3.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000899,U01048,P006,2026-03-01,65.03542756716763,58.35582776339727,82.93300109106228,41,Research,Slot 3,1,0,accepted,student,Canada,UTC-5,Male,PhD,AI,4,0,Hindi,Neural Coding,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,18,18,61.99,36.32,3419,18,139,35,0.9,0.9,170.95,6.95,1.75,78.0,61.0,,17.0,5.0,3.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000900,U01049,P002,2026-03-01,70.1899583168794,48.73198030895141,82.19934047074885,80,Research,Slot 3,1,0,accepted,student,USA,UTC-5,Female,UG,AI,8,0,Hindi,NLP,Slot 3,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,16,16,64.82,42.45,3776,16,97,29,0.8,0.8,188.8,4.85,1.45,83.0,60.0,,23.0,3.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000901,U01051,P008,2026-03-01,86.8797624380741,40.5489113388698,81.98296033714453,77,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Non-binary,PhD,Neuro,6,0,Hindi,CV,Slot 5,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,15,15,68.43,40.68,3351,15,93,37,0.75,0.75,167.55,4.65,1.85,73.0,65.0,,8.0,5.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000902,U01054,P002,2026-03-01,64.68237609696888,47.85856127910536,87.48152894670649,46,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Male,UG,Climate,8,0,Hindi,Time Series,Slot 5,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,15,15,61.96,38.11,3420,15,99,39,0.75,0.75,171.0,4.95,1.95,82.0,69.0,,13.0,3.0,5.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000916,U01070,P002,2026-03-01,64.33455237900631,42.56728232641103,90.9927579522126,53,Research,Slot 5,1,0,accepted,student,India,UTC+5:30,Non-binary,UG,AI,7,1,French,NLP,Slot 5,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,68.61,41.39,3867,18,108,28,0.9,0.9,193.35,5.4,1.4,73.0,65.0,,8.0,3.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000920,U01075,P006,2026-03-01,77.19144334338687,55.375940162702406,83.77335029528342,90,Research,Slot 4,1,0,accepted,student,Canada,UTC-5,Female,UG,Climate,4,0,English,NLP,Slot 4,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,56.81,40.83,3258,17,90,32,0.85,0.85,162.9,4.5,1.6,88.0,59.0,,29.0,5.0,3.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000926,U01081,P004,2026-03-01,65.85862528617211,57.053405829585856,96.24313441306006,44,Research,Slot 3,1,0,accepted,student,Japan,UTC+9,Female,UG,Neuro,7,1,English,Time Series,Slot 3,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,16,16,63.28,39.24,3677,16,132,40,0.8,0.8,183.85,6.6,2.0,73.0,47.0,,26.0,5.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000927,U01082,P005,2026-03-01,75.67552220104932,45.19223438495396,83.46532798813885,53,Research,Slot 4,1,0,accepted,student,Kenya,UTC+3,Female,PhD,Neuro,9,1,Spanish,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,14,14,64.16,37.58,3784,14,110,28,0.7,0.7,189.2,5.5,1.4,76.0,58.0,,18.0,4.0,4.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000928,U01083,P004,2026-03-01,62.315663694308974,52.48684599376326,100.0,83,Research,Slot 5,1,0,accepted,student,Kenya,UTC+3,Non-binary,PhD,Climate,9,0,Spanish,Neural Coding,Slot 5,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,13,13,67.1,40.33,3544,13,120,19,0.65,0.65,177.2,6.0,0.95,57.0,40.0,,17.0,5.0,4.0,3.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A000931,U01087,P003,2026-03-01,59.65148049508995,47.41957569777935,96.70565383208,60,Research,Slot 2,1,0,accepted,student,USA,UTC-5,Non-binary,UG,Climate,9,0,French,NLP,Slot 2,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,13,13,67.35,42.71,4123,13,124,25,0.65,0.65,206.15,6.2,1.25,47.0,42.0,,5.0,3.0,4.0,4.0,4.0,1,,,0,,,,0,1.0,0.3333333333333333
A000933,U01089,P008,2026-03-01,58.12162800384931,57.22375304819296,88.37434107915418,68,Research,Slot 4,1,0,accepted,student,Brazil,UTC-3,Male,UG,AI,5,0,French,RL,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,67.83,39.99,3297,14,108,30,0.7,0.7,164.85,5.4,1.5,67.0,48.0,,19.0,4.0,4.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000942,U01099,P001,2026-03-01,59.79807897026234,61.23176946601683,88.71676376850925,78,Research,Slot 1,1,0,accepted,student,Kenya,UTC+3,Male,Masters,Climate,7,0,French,NLP,Slot 1,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,19,19,70.33,37.67,4092,19,95,35,0.95,0.95,204.6,4.75,1.75,99.0,69.0,,30.0,3.0,3.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
